country_code,postal_code_clean,city_raw,city_normalized,city_normalization_confidence,city_normalization_method,city_normalization_note,admin_region,admin_district,latitude,longitude,geonames_places_count,geonames_place_names
CZ,10000,Praha 10-Žižkov,Praha,0.98,major_city_prefix_rule,Postal district/place starts with Praha,Hlavní město Praha,Hlavní město Praha,50.07742,14.46584,10,Praha 10-Žižkov | Strašnice | Malešice | Vinohrady | Vršovice | Praha 10-Malešice | Praha 10-Vinohrady | Žižkov | Praha 10-Vršovice | Praha 10-Strašnice
CZ,10100,Praha 10-Záběhlice,Praha,0.98,major_city_prefix_rule,Postal district/place starts with Praha,Hlavní město Praha,Hlavní město Praha,50.062388,14.462312,8,Praha 10-Záběhlice | Vršovice | Praha 10-Vinohrady | Michle | Vinohrady | Záběhlice | Praha 10-Michle | Praha 10-Vršovice
CZ,10200,Hostivař,Hostivař,0.75,ambiguous_postal_code_kept_representative,Postal code maps to multiple GeoNames places; representative place kept,Hlavní město Praha,Hlavní město Praha,50.0606,14.5398,4,Hostivař | Štěrboholy | Praha 10-Hostivař | Praha 10-Štěrboholy
CZ,10300,Praha 10-Nedvězí,Praha,0.98,major_city_prefix_rule,Postal district/place starts with Praha,Hlavní město Praha,Hlavní město Praha,50.011912,14.62685,8,Praha 10-Nedvězí | Kolovraty | Praha 10-Kolovraty | Praha 10-Lipany | Benice | Lipany | Praha 10-Benice | Nedvězí
CZ,10400,Uhříněves,Uhříněves,0.75,ambiguous_postal_code_kept_representative,Postal code maps to multiple GeoNames places; representative place kept,Hlavní město Praha,Hlavní město Praha,50.03318,14.60523,10,Uhříněves | Královice | Praha 10-Pitkovice | Praha 10-Hájek | Praha 10-Uhříněves | Praha 10-Královice | Pitkovice | Hájek | Křeslice | Praha 10-Křeslice
CZ,10600,Praha 10-Záběhlice,Praha,0.98,major_city_prefix_rule,Postal district/place starts with Praha,Hlavní město Praha,Hlavní město Praha,50.0573,14.5038,2,Praha 10-Záběhlice | Záběhlice
CZ,10700,Dubeč,Dubeč,0.75,ambiguous_postal_code_kept_representative,Postal code maps to multiple GeoNames places; representative place kept,Hlavní město Praha,Hlavní město Praha,50.0625,14.5941,2,Dubeč | Praha 10-Dubeč
CZ,10800,Strašnice,Strašnice,0.75,ambiguous_postal_code_kept_representative,Postal code maps to multiple GeoNames places; representative place kept,Hlavní město Praha,Hlavní město Praha,50.092367,14.513033,6,Strašnice | Praha 9-Hrdlořezy | Praha 10-Malešice | Malešice | Hrdlořezy | Praha 10-Strašnice
CZ,10900,Praha 10-Horní Měcholupy,Praha,0.98,major_city_prefix_rule,Postal district/place starts with Praha,Hlavní město Praha,Hlavní město Praha,50.048133,14.556933,6,Praha 10-Horní Měcholupy | Dolní Měcholupy | Praha 10-Petrovice | Petrovice | Praha 10-Dolní Měcholupy | Horní Měcholupy
CZ,11000,Praha 1-Nové Město,Praha,0.98,major_city_prefix_rule,Postal district/place starts with Praha,Hlavní město Praha,Hlavní město Praha,50.085625,14.423862,8,Praha 1-Nové Město | Praha 1-Vinohrady | Josefov | Praha 1-Josefov | Vinohrady | Praha 1-Staré Město | Staré Město | Nové Město
CZ,11800,Malá Strana,Malá Strana,0.75,ambiguous_postal_code_kept_representative,Postal code maps to multiple GeoNames places; representative place kept,Hlavní město Praha,Hlavní město Praha,50.091817,14.410733,6,Malá Strana | Praha 1-Hradčany | Holešovice | Hradčany | Praha 1-Holešovice | Praha 1-Malá Strana
CZ,11900,Hradčany,Hradčany,0.75,ambiguous_postal_code_kept_representative,Postal code maps to multiple GeoNames places; representative place kept,Hlavní město Praha,Hlavní město Praha,50.0895,14.3976,2,Hradčany | Praha 1-Hradčany
CZ,12000,Praha 2-Nové Město,Praha,0.98,major_city_prefix_rule,Postal district/place starts with Praha,Hlavní město Praha,Hlavní město Praha,50.07635,14.4323,4,Praha 2-Nové Město | Nové Město | Vinohrady | Praha 2-Vinohrady
CZ,12800,Nusle,Nusle,0.75,ambiguous_postal_code_kept_representative,Postal code maps to multiple GeoNames places; representative place kept,Hlavní město Praha,Hlavní město Praha,50.070283,14.423183,6,Nusle | Praha 2-Nusle | Praha 2-Vyšehrad | Vyšehrad | Praha 2-Nové Město | Nové Město
CZ,13000,Žižkov,Žižkov,0.75,ambiguous_postal_code_kept_representative,Postal code maps to multiple GeoNames places; representative place kept,Hlavní město Praha,Hlavní město Praha,50.08662,14.47988,10,Žižkov | Praha 3-Strašnice | Praha 3-Žižkov | Vinohrady | Strašnice | Praha 3-Vysočany | Vysočany | Malešice | Praha 10-Malešice | Praha 3-Vinohrady
CZ,14000,Praha 4-Michle,Praha,0.98,major_city_prefix_rule,Postal district/place starts with Praha,Hlavní město Praha,Hlavní město Praha,50.05475,14.44221,10,Praha 4-Michle | Praha 4-Podolí | Praha 4-Nusle | Podolí | Nusle | Krč | Michle | Praha 4-Krč | Vinohrady | Praha 4-Vinohrady
CZ,14100,Praha 4-Chodov,Praha,0.98,major_city_prefix_rule,Postal district/place starts with Praha,Hlavní město Praha,Hlavní město Praha,50.0475,14.483133,6,Praha 4-Chodov | Michle | Praha 4-Záběhlice | Praha 4-Michle | Záběhlice | Chodov
CZ,14200,Praha 4-Lhotka,Praha,0.98,major_city_prefix_rule,Postal district/place starts with Praha,Hlavní město Praha,Hlavní město Praha,50.008586,14.406179,14,Praha 4-Lhotka | Libuš | Praha 4-Krč | Kamýk | Praha 4-Libuš | Praha 4-Písnice | Praha 4-Braník | Praha 4-Modřany | Krč | Modřany | Braník | Lhotka | Praha 4-Kamýk | Písnice
CZ,14300,Praha 4-Točná,Praha,0.98,major_city_prefix_rule,Postal district/place starts with Praha,Hlavní město Praha,Hlavní město Praha,49.9905,14.42451,10,Praha 4-Točná | Komořany | Praha 4-Komořany | Praha 4-Kamýk | Kamýk | Praha 4-Modřany | Cholupice | Točná | Praha 4-Cholupice | Modřany
CZ,14700,Praha 4-Braník,Praha,0.98,major_city_prefix_rule,Postal district/place starts with Praha,Hlavní město Praha,Hlavní město Praha,50.037833,14.416533,6,Praha 4-Braník | Praha 4-Podolí | Braník | Praha 4-Hodkovičky | Podolí | Hodkovičky
CZ,14800,Praha 4-Kunratice,Praha,0.98,major_city_prefix_rule,Postal district/place starts with Praha,Hlavní město Praha,Hlavní město Praha,50.025175,14.4939,4,Praha 4-Kunratice | Chodov | Kunratice | Praha 4-Chodov
CZ,14900,Praha 4-Šeberov,Praha,0.98,major_city_prefix_rule,Postal district/place starts with Praha,Hlavní město Praha,Hlavní město Praha,50.03691,14.5185,10,Praha 4-Šeberov | Praha 4-Chodov | Šeberov | Chodov | Praha 4-Újezd | Praha 4-Háje | Hostivař | Praha 10-Hostivař | Háje | Újezd
CZ,15000,Praha 5-Smíchov,Praha,0.98,major_city_prefix_rule,Postal district/place starts with Praha,Hlavní město Praha,Hlavní město Praha,50.06961,14.37754,10,Praha 5-Smíchov | Malá Strana | Radlice | Praha 5-Košíře | Smíchov | Motol | Praha 5-Motol | Praha 5-Malá Strana | Košíře | Praha 5-Radlice
CZ,15200,Malá Chuchle,Malá Chuchle,0.75,ambiguous_postal_code_kept_representative,Postal code maps to multiple GeoNames places; representative place kept,Hlavní město Praha,Hlavní město Praha,50.03675,14.398775,4,Malá Chuchle | Praha 5-Hlubočepy | Hlubočepy | Praha 5-Malá Chuchle
CZ,15300,Praha 5-Radotín,Praha,0.98,major_city_prefix_rule,Postal district/place starts with Praha,Hlavní město Praha,Hlavní město Praha,49.654,14.5931,2,Praha 5-Radotín | Radotín
CZ,15400,Holyně,Holyně,0.75,ambiguous_postal_code_kept_representative,Postal code maps to multiple GeoNames places; representative place kept,Hlavní město Praha,Hlavní město Praha,50.0201,14.3549,6,Holyně | Praha 5-Lochkov | Praha 5-Slivenec | Lochkov | Slivenec | Praha 5-Holyně
CZ,15500,Praha 5-Řeporyje,Praha,0.98,major_city_prefix_rule,Postal district/place starts with Praha,Hlavní město Praha,Hlavní město Praha,50.033488,14.306788,8,Praha 5-Řeporyje | Třebonice | Zadní Kopanina | Praha 5-Třebonice | Řeporyje | Praha 5-Stodůlky | Stodůlky | Praha 5-Zadní Kopanina
CZ,15521,Praha 5-Sobín,Praha,0.98,major_city_prefix_rule,Postal district/place starts with Praha,Hlavní město Praha,Hlavní město Praha,50.0635,14.278875,4,Praha 5-Sobín | Praha 5-Zličín | Zličín | Sobín
CZ,15531,Praha 5-Lipence,Praha,0.98,major_city_prefix_rule,Postal district/place starts with Praha,Hlavní město Praha,Hlavní město Praha,49.9587,14.3579,2,Praha 5-Lipence | Lipence
CZ,15600,Praha 5-Zbraslav,Praha,0.98,major_city_prefix_rule,Postal district/place starts with Praha,Hlavní město Praha,Hlavní město Praha,48.6333,14.4333,2,Praha 5-Zbraslav | Zbraslav
CZ,15800,Jinonice,Jinonice,0.75,ambiguous_postal_code_kept_representative,Postal code maps to multiple GeoNames places; representative place kept,Hlavní město Praha,Hlavní město Praha,50.0504,14.3784,2,Jinonice | Praha 5-Jinonice
CZ,15900,Praha 5-Velká Chuchle,Praha,0.98,major_city_prefix_rule,Postal district/place starts with Praha,Hlavní město Praha,Hlavní město Praha,50.007883,14.392267,6,Praha 5-Velká Chuchle | Lahovice | Malá Chuchle | Praha 5-Malá Chuchle | Praha 5-Lahovice | Velká Chuchle
CZ,16000,Sedlec,Sedlec,0.75,ambiguous_postal_code_kept_representative,Postal code maps to multiple GeoNames places; representative place kept,Hlavní město Praha,Hlavní město Praha,50.100958,14.389692,12,Sedlec | Praha 6-Hradčany | Bubeneč | Dejvice | Praha 6-Dejvice | Praha 6-Sedlec | Praha 5-Smíchov | Vokovice | Praha 6-Vokovice | Hradčany | Praha 6-Bubeneč | Smíchov
CZ,16100,Praha 6-Ruzyně,Praha,0.98,major_city_prefix_rule,Postal district/place starts with Praha,Hlavní město Praha,Hlavní město Praha,50.0903,14.3129,4,Praha 6-Ruzyně | Praha 6-Liboc | Liboc | Ruzyně
CZ,16200,Praha 6-Liboc,Praha,0.98,major_city_prefix_rule,Postal district/place starts with Praha,Hlavní město Praha,Hlavní město Praha,50.0896,14.372812,8,Praha 6-Liboc | Liboc | Břevnov | Veleslavín | Praha 6-Střešovice | Praha 6-Břevnov | Praha 6-Veleslavín | Střešovice
CZ,16300,Praha 6-Řepy,Praha,0.98,major_city_prefix_rule,Postal district/place starts with Praha,Hlavní město Praha,Hlavní město Praha,50.0706,14.3005,2,Praha 6-Řepy | Řepy
CZ,16400,Přední Kopanina,Přední Kopanina,0.75,ambiguous_postal_code_kept_representative,Postal code maps to multiple GeoNames places; representative place kept,Hlavní město Praha,Hlavní město Praha,50.1144,14.3112,4,Přední Kopanina | Nebušice | Praha 6-Nebušice | Praha 6-Přední Kopanina
CZ,16500,Praha 6-Suchdol,Praha,0.98,major_city_prefix_rule,Postal district/place starts with Praha,Hlavní město Praha,Hlavní město Praha,50.1336,14.3783,4,Praha 6-Suchdol | Suchdol | Praha 6-Lysolaje | Lysolaje
CZ,16900,Motol,Motol,0.75,ambiguous_postal_code_kept_representative,Postal code maps to multiple GeoNames places; representative place kept,Hlavní město Praha,Hlavní město Praha,50.08095,14.361017,6,Motol | Střešovice | Praha 5-Motol | Břevnov | Praha 6-Břevnov | Praha 6-Střešovice
CZ,17000,Praha 7-Holešovice,Praha,0.98,major_city_prefix_rule,Postal district/place starts with Praha,Hlavní město Praha,Hlavní město Praha,50.1062,14.4352,4,Praha 7-Holešovice | Holešovice | Bubeneč | Praha 7-Bubeneč
CZ,17100,Praha 7-Libeň,Praha,0.98,major_city_prefix_rule,Postal district/place starts with Praha,Hlavní město Praha,Hlavní město Praha,50.1124,14.4496,4,Praha 7-Libeň | Troja | Libeň | Praha 7-Troja
CZ,18000,Troja,Troja,0.75,ambiguous_postal_code_kept_representative,Postal code maps to multiple GeoNames places; representative place kept,Hlavní město Praha,Hlavní město Praha,50.104083,14.455933,6,Troja | Libeň | Praha 8-Žižkov | Praha 8-Libeň | Žižkov | Praha 8-Troja
CZ,18100,Bohnice,Bohnice,0.75,ambiguous_postal_code_kept_representative,Postal code maps to multiple GeoNames places; representative place kept,Hlavní město Praha,Hlavní město Praha,50.131683,14.424717,6,Bohnice | Praha 8-Bohnice | Praha 8-Troja | Čimice | Troja | Praha 8-Čimice
CZ,18200,Praha 8-Libeň,Praha,0.98,major_city_prefix_rule,Postal district/place starts with Praha,Hlavní město Praha,Hlavní město Praha,50.13334,14.475,10,Praha 8-Libeň | Praha 8-Březiněves | Březiněves | Kobylisy | Střížkov | Ďáblice | Libeň | Praha 8-Kobylisy | Praha 8-Ďáblice | Praha 8-Střížkov
CZ,18400,Praha 8-Dolní Chabry,Praha,0.98,major_city_prefix_rule,Postal district/place starts with Praha,Hlavní město Praha,Hlavní město Praha,50.1463,14.4485,2,Praha 8-Dolní Chabry | Dolní Chabry
CZ,18600,Praha 8-Karlín,Praha,0.98,major_city_prefix_rule,Postal district/place starts with Praha,Hlavní město Praha,Hlavní město Praha,50.0879,14.438375,4,Praha 8-Karlín | Praha 8-Nové Město | Nové Město | Karlín
CZ,19000,Malešice,Malešice,0.75,ambiguous_postal_code_kept_representative,Postal code maps to multiple GeoNames places; representative place kept,Hlavní město Praha,Hlavní město Praha,50.107308,14.505558,12,Malešice | Praha 10-Malešice | Praha 9-Vysočany | Praha 9-Libeň | Praha 9-Prosek | Libeň | Vysočany | Praha 9-Hrdlořezy | Hrdlořezy | Střížkov | Praha 9-Střížkov | Prosek
CZ,19011,Běchovice,Běchovice,0.75,ambiguous_postal_code_kept_representative,Postal code maps to multiple GeoNames places; representative place kept,Hlavní město Praha,Hlavní město Praha,50.081,14.6178,2,Běchovice | Praha 9-Běchovice
CZ,19012,Dolní Počernice,Dolní Počernice,0.75,ambiguous_postal_code_kept_representative,Postal code maps to multiple GeoNames places; representative place kept,Hlavní město Praha,Hlavní město Praha,50.0876,14.572,2,Dolní Počernice | Praha 9-Dolní Počernice
CZ,19014,Praha 9-Klánovice,Praha,0.98,major_city_prefix_rule,Postal district/place starts with Praha,Hlavní město Praha,Hlavní město Praha,50.0949,14.6689,2,Praha 9-Klánovice | Klánovice
CZ,19015,Satalice,Satalice,0.75,ambiguous_postal_code_kept_representative,Postal code maps to multiple GeoNames places; representative place kept,Hlavní město Praha,Hlavní město Praha,50.1248,14.5719,2,Satalice | Praha 9-Satalice
CZ,19016,Koloděje,Koloděje,0.75,ambiguous_postal_code_kept_representative,Postal code maps to multiple GeoNames places; representative place kept,Hlavní město Praha,Hlavní město Praha,50.069525,14.6511,4,Koloděje | Újezd nad Lesy | Praha 9-Koloděje | Praha 9-Újezd nad Lesy
CZ,19017,Vinoř,Vinoř,0.75,ambiguous_postal_code_kept_representative,Postal code maps to multiple GeoNames places; representative place kept,Hlavní město Praha,Hlavní město Praha,50.1463,14.5825,2,Vinoř | Praha 9-Vinoř
CZ,19300,Horní Počernice,Horní Počernice,0.75,ambiguous_postal_code_kept_representative,Postal code maps to multiple GeoNames places; representative place kept,Hlavní město Praha,Hlavní město Praha,50.1121,14.6104,2,Horní Počernice | Praha 9-Horní Počernice
CZ,19600,Praha 9-Třeboradice,Praha,0.98,major_city_prefix_rule,Postal district/place starts with Praha,Hlavní město Praha,Hlavní město Praha,50.156417,14.530083,6,Praha 9-Třeboradice | Praha 9-Miškovice | Miškovice | Čakovice | Praha 9-Čakovice | Třeboradice
CZ,19700,Praha 9-Kbely,Praha,0.98,major_city_prefix_rule,Postal district/place starts with Praha,Hlavní město Praha,Hlavní město Praha,49.5667,13.6333,2,Praha 9-Kbely | Kbely
CZ,19800,Praha 9-Černý Most,Praha,0.98,major_city_prefix_rule,Postal district/place starts with Praha,Hlavní město Praha,Hlavní město Praha,50.100288,14.5557,8,Praha 9-Černý Most | Hostavice | Kyje | Hloubětín | Černý Most | Praha 9-Hloubětín | Praha 9-Kyje | Praha 9-Hostavice
CZ,19900,Letňany,Letňany,0.75,ambiguous_postal_code_kept_representative,Postal code maps to multiple GeoNames places; representative place kept,Hlavní město Praha,Hlavní město Praha,50.1333,14.5167,2,Letňany | Praha 9-Letňany
CZ,25001,Popovice,Popovice,0.75,ambiguous_postal_code_kept_representative,Postal code maps to multiple GeoNames places; representative place kept,Středočeský kraj,Praha-východ,50.17798,14.65752,5,Popovice | Zápy | Stará Boleslav | Dřevčice | Brandýs nad Labem
CZ,25063,Mírovice,Mírovice,0.75,ambiguous_postal_code_kept_representative,Postal code maps to multiple GeoNames places; representative place kept,Středočeský kraj,Praha-východ,50.1791,14.576791,11,Mírovice | Brázdim | Starý Brázdim | Nová Ves | Sluhy | Mratín | Veliký Brázdim | Polerady | Čakovičky | Nový Brázdim | Veleň
CZ,25064,Hovorčovice,Hovorčovice,0.75,ambiguous_postal_code_kept_representative,Postal code maps to multiple GeoNames places; representative place kept,Středočeský kraj,Praha-východ,50.197467,14.515167,3,Hovorčovice | Měšice | Zlonín
CZ,25065,Bořanovice,Bořanovice,0.75,ambiguous_postal_code_kept_representative,Postal code maps to multiple GeoNames places; representative place kept,Středočeský kraj,Praha-východ,50.18852,14.47772,5,Bořanovice | Líbeznice | Sedlec | Pakoměřice | Bašť
CZ,25066,Zdiby,Zdiby,0.75,ambiguous_postal_code_kept_representative,Postal code maps to multiple GeoNames places; representative place kept,Středočeský kraj,Praha-východ,50.16575,14.4361,4,Zdiby | Přemyšlení | Veltěž | Brnky
CZ,25067,Klecany,Klecany,0.75,ambiguous_postal_code_kept_representative,Postal code maps to multiple GeoNames places; representative place kept,Středočeský kraj,Praha-východ,50.18385,14.399425,4,Klecany | Klecánky | Větrušice | Drasty
CZ,25068,Husinec,Husinec,0.75,ambiguous_postal_code_kept_representative,Postal code maps to multiple GeoNames places; representative place kept,Středočeský kraj,Praha-východ,50.1755,14.3662,2,Husinec | Řež
CZ,25069,Máslovice,Máslovice,0.75,ambiguous_postal_code_kept_representative,Postal code maps to multiple GeoNames places; representative place kept,Středočeský kraj,Praha-východ,50.204975,14.40435,4,Máslovice | Hoštice | Vodochody | Klíčany
CZ,25070,Dolínek,Dolínek,0.75,ambiguous_postal_code_kept_representative,Postal code maps to multiple GeoNames places; representative place kept,Středočeský kraj,Praha-východ,50.19588,14.48052,5,Dolínek | Odolena Voda | Veliká Ves | Panenské Břežany | Postřižín
CZ,25072,Kojetice,Kojetice,0.75,ambiguous_postal_code_kept_representative,Postal code maps to multiple GeoNames places; representative place kept,Středočeský kraj,Praha-východ,50.1442,14.57655,2,Kojetice | Předboj
CZ,25073,Jenštejn,Jenštejn,0.75,ambiguous_postal_code_kept_representative,Postal code maps to multiple GeoNames places; representative place kept,Středočeský kraj,Praha-východ,50.150325,14.599175,4,Jenštejn | Přezletice | Radonice | Podolanka
CZ,25075,Nový Vestec,Nový Vestec,0.75,ambiguous_postal_code_kept_representative,Postal code maps to multiple GeoNames places; representative place kept,Středočeský kraj,Praha-východ,50.1793,14.72865,2,Nový Vestec | Káraný
CZ,25081,Nehvizdy,Nehvizdy,0.75,ambiguous_postal_code_kept_representative,Postal code maps to multiple GeoNames places; representative place kept,Středočeský kraj,Praha-východ,50.1357,14.736,2,Nehvizdy | Nehvízdky
CZ,25082,Tuklaty,Tuklaty,0.75,ambiguous_postal_code_kept_representative,Postal code maps to multiple GeoNames places; representative place kept,Středočeský kraj,Kolín,50.084117,14.738983,6,Tuklaty | Tlustovousy | Horoušánky | Horoušany | Dobročovice | Úvaly
CZ,25083,Třebohostice,Třebohostice,0.75,ambiguous_postal_code_kept_representative,Postal code maps to multiple GeoNames places; representative place kept,Středočeský kraj,Praha-východ,50.0421,14.725367,3,Třebohostice | Škvorec | Zlatá
CZ,25084,Stupice,Stupice,0.75,ambiguous_postal_code_kept_representative,Postal code maps to multiple GeoNames places; representative place kept,Středočeský kraj,Praha-východ,50.04746,14.67088,5,Stupice | Sibřina | Křenice | Sluštice | Květnice
CZ,25087,Mochov,Mochov,0.75,ambiguous_postal_code_kept_representative,Postal code maps to multiple GeoNames places; representative place kept,Středočeský kraj,Praha-východ,50.128333,14.782667,3,Mochov | Vyšehořovice | Kozovazy
CZ,25088,Sedlčánky,Sedlčánky,0.75,ambiguous_postal_code_kept_representative,Postal code maps to multiple GeoNames places; representative place kept,Středočeský kraj,Praha-východ,50.158525,14.76905,4,Sedlčánky | Císařská Kuchyně | Čelákovice | Záluží
CZ,25089,Lázně Toušeň,Lázně Toušeň,0.95,unchanged_single_place,Single GeoNames place kept as normalized city,Středočeský kraj,Praha-východ,50.1691,14.7168,1,Lázně Toušeň
CZ,25090,Nové Jirny,Nové Jirny,0.75,ambiguous_postal_code_kept_representative,Postal code maps to multiple GeoNames places; representative place kept,Středočeský kraj,Praha-východ,50.11,14.70435,2,Nové Jirny | Jirny
CZ,25091,Dehtáry,Dehtáry,0.75,ambiguous_postal_code_kept_representative,Postal code maps to multiple GeoNames places; representative place kept,Středočeský kraj,Praha-východ,50.141075,14.659675,4,Dehtáry | Mstětice | Zeleneč | Svémyslice
CZ,25092,Šestajovice,Šestajovice,0.95,unchanged_single_place,Single GeoNames place kept as normalized city,Středočeský kraj,Praha-východ,50.1085,14.6801,1,Šestajovice
CZ,25101,Modletice,Modletice,0.75,ambiguous_postal_code_kept_representative,Postal code maps to multiple GeoNames places; representative place kept,Středočeský kraj,Praha-východ,49.984619,14.642895,21,Modletice | Chomutovice | Nebřenice | Nupaky | Březí | Voděrádky | Tehov | Světice | Herink | Doubek | Radošovice | Popovičky | Říčany | Dobřejovice | Jažlovice | Čestlice | Babice | Kuří | Strašín | Pacov
CZ,25162,Svojetice,Svojetice,0.75,ambiguous_postal_code_kept_representative,Postal code maps to multiple GeoNames places; representative place kept,Středočeský kraj,Praha-východ,49.984983,14.744817,6,Svojetice | Mukařov | Tehovec | Žernovka | Louňovice | Srbín
CZ,25163,Všechromy,Všechromy,0.75,ambiguous_postal_code_kept_representative,Postal code maps to multiple GeoNames places; representative place kept,Středočeský kraj,Praha-východ,49.949364,14.666009,11,Všechromy | Všestary | Menčice | Kunice | Otice | Sklenka | Vidovice | Svojšovice | Strančice | Předboř | Kašovice
CZ,25164,Myšlín,Myšlín,0.75,ambiguous_postal_code_kept_representative,Postal code maps to multiple GeoNames places; representative place kept,Středočeský kraj,Praha-východ,49.956483,14.686417,6,Myšlín | Všešímy | Struhařov | Mnichovice | Klokočná | Božkov
CZ,25165,Zvánovice,Zvánovice,0.75,ambiguous_postal_code_kept_representative,Postal code maps to multiple GeoNames places; representative place kept,Středočeský kraj,Praha-východ,49.902671,14.766329,7,Zvánovice | Kaliště | Ondřejov | Poddubí | Třemblat | Turkovice | Lensedly
CZ,25166,Senohraby,Senohraby,0.75,ambiguous_postal_code_kept_representative,Postal code maps to multiple GeoNames places; representative place kept,Středočeský kraj,Praha-východ,49.905,14.722467,3,Senohraby | Hrusice | Mirošovice
CZ,25167,Zaječice,Zaječice,0.75,ambiguous_postal_code_kept_representative,Postal code maps to multiple GeoNames places; representative place kept,Středočeský kraj,Benešov,49.927058,14.675475,12,Zaječice | Nová Ves | Kovářovice | Pyšely | Malešín | Křiváček | Barochov | Babice | Vavřetice | Gabrhele | Pětihosty | Řehenice
CZ,25168,Těptín,Těptín,0.75,ambiguous_postal_code_kept_representative,Postal code maps to multiple GeoNames places; representative place kept,Středočeský kraj,Praha-východ,49.937874,14.591174,19,Těptín | Ládvec | Ládví | Čenětice | Nová Hospoda | Radějovice | Čakovice | Kamenice | Olešky | Křížkový Újezdec | Kostelec u Křížků | Sulice | Želivec | Všedobrovice | Skuheř | Struhařov | Olešovice | Štiřín | Nechánice
CZ,25169,Dub,Dub,0.75,ambiguous_postal_code_kept_representative,Postal code maps to multiple GeoNames places; representative place kept,Středočeský kraj,Praha-východ,49.917321,14.650236,14,Dub | Petříkov | Radimovice | Řepčice | Brtnice | Horní Lomnice | Dubiny | Dolní Lomnice | Mokřany | Krámský | Křivá Ves | Lojovice | Klenové | Velké Popovice
CZ,25202,Jíloviště,Jíloviště,0.95,unchanged_single_place,Single GeoNames place kept as normalized city,Středočeský kraj,Praha-západ,49.9275,14.3427,1,Jíloviště
CZ,25203,Řitka,Řitka,0.95,unchanged_single_place,Single GeoNames place kept as normalized city,Středočeský kraj,Praha-západ,49.8945,14.2992,1,Řitka
CZ,25204,Čisovice,Čisovice,0.95,unchanged_single_place,Single GeoNames place kept as normalized city,Středočeský kraj,Praha-západ,49.8634,14.3148,1,Čisovice
CZ,25205,Bojanovice,Bojanovice,0.75,ambiguous_postal_code_kept_representative,Postal code maps to multiple GeoNames places; representative place kept,Středočeský kraj,Praha-západ,49.8564,14.354433,3,Bojanovice | Hvozdnice | Bratřínov
CZ,25206,Měchenice,Měchenice,0.75,ambiguous_postal_code_kept_representative,Postal code maps to multiple GeoNames places; representative place kept,Středočeský kraj,Praha-západ,49.8933,14.390925,4,Měchenice | Davle | Sloup | Sázava
CZ,25207,Štěchovice,Štěchovice,0.75,ambiguous_postal_code_kept_representative,Postal code maps to multiple GeoNames places; representative place kept,Středočeský kraj,Praha-západ,49.8513,14.39245,2,Štěchovice | Masečín
CZ,25208,Rabyně,Rabyně,0.75,ambiguous_postal_code_kept_representative,Postal code maps to multiple GeoNames places; representative place kept,Středočeský kraj,Benešov,49.81184,14.42222,5,Rabyně | Loutí | Buš | Slapy | Třebenice
CZ,25209,Hradišťko,Hradišťko,0.75,ambiguous_postal_code_kept_representative,Postal code maps to multiple GeoNames places; representative place kept,Středočeský kraj,Praha-západ,49.87225,14.4181,2,Hradišťko | Pikovice
CZ,25210,Zahořany,Zahořany,0.75,ambiguous_postal_code_kept_representative,Postal code maps to multiple GeoNames places; representative place kept,Středočeský kraj,Praha-západ,49.876278,14.295789,9,Zahořany | Trnová | Bojov | Klínec | Mníšek pod Brdy | Líšnice | Černolice | Kytín | Chouzavá
CZ,25216,Nučice,Nučice,0.95,unchanged_single_place,Single GeoNames place kept as normalized city,Středočeský kraj,Praha-západ,50.0185,14.23,1,Nučice
CZ,25217,Chýnice,Chýnice,0.75,ambiguous_postal_code_kept_representative,Postal code maps to multiple GeoNames places; representative place kept,Středočeský kraj,Praha-západ,50.0051,14.2525,2,Chýnice | Tachlovice
CZ,25218,Ptice,Ptice,0.75,ambiguous_postal_code_kept_representative,Postal code maps to multiple GeoNames places; representative place kept,Středočeský kraj,Praha-západ,50.04805,14.1761,2,Ptice | Úhonice
CZ,25219,Rudná,Rudná,0.75,ambiguous_postal_code_kept_representative,Postal code maps to multiple GeoNames places; representative place kept,Středočeský kraj,Praha-západ,50.0376,14.232833,3,Rudná | Chrášťany | Drahelčice
CZ,25225,Dobříč,Dobříč,0.75,ambiguous_postal_code_kept_representative,Postal code maps to multiple GeoNames places; representative place kept,Středočeský kraj,Praha-západ,50.02425,14.2777,4,Dobříč | Zbuzany | Ořech | Jinočany
CZ,25226,Roblín,Roblín,0.75,ambiguous_postal_code_kept_representative,Postal code maps to multiple GeoNames places; representative place kept,Středočeský kraj,Praha-západ,49.97708,14.28734,5,Roblín | Kuchařík | Kosoř | Třebotov | Choteč
CZ,25228,Solopysky,Solopysky,0.75,ambiguous_postal_code_kept_representative,Postal code maps to multiple GeoNames places; representative place kept,Středočeský kraj,Praha-západ,49.957533,14.2959,3,Solopysky | Černošice | Vonoklasy
CZ,25229,Karlík,Karlík,0.75,ambiguous_postal_code_kept_representative,Postal code maps to multiple GeoNames places; representative place kept,Středočeský kraj,Praha-západ,49.927967,14.263133,3,Karlík | Dobřichovice | Lety
CZ,25230,Řevnice,Řevnice,0.95,unchanged_single_place,Single GeoNames place kept as normalized city,Středočeský kraj,Praha-západ,49.9139,14.2359,1,Řevnice
CZ,25231,Všenory,Všenory,0.95,unchanged_single_place,Single GeoNames place kept as normalized city,Středočeský kraj,Praha-západ,49.9288,14.3039,1,Všenory
